Begin,End,Activity,HRmean,HRmax,HRmin
2021-10-23T14:16:00.000+01:00,2021-10-23T14:34:00.000+01:00,Walking,86,105,73
2021-10-23T17:32:00.000+01:00,2021-10-23T17:39:00.000+01:00,Walking,102,114,83
2021-10-23T17:46:00.000+01:00,2021-10-23T17:55:00.000+01:00,Walking,80,95,73
2021-10-23T20:05:00.000+01:00,2021-10-23T20:19:00.000+01:00,Other,72,91,56
2021-10-23T23:30:00.000+01:00,2021-10-23T23:37:00.000+01:00,Other,80,102,49
2021-10-24T11:05:00.000+01:00,2021-10-24T11:18:00.000+01:00,Walking,86,99,71
2021-10-24T12:20:00.000+01:00,2021-10-24T12:44:00.000+01:00,Other,80,102,67
2021-10-24T13:34:00.000+01:00,2021-10-24T13:44:00.000+01:00,Walking,86,109,73
2021-10-24T13:47:00.000+01:00,2021-10-24T13:53:00.000+01:00,Walking,95,97,94
2021-10-24T16:50:00.000+01:00,2021-10-24T16:58:00.000+01:00,Walking,92,115,76
2021-10-24T17:30:00.000+01:00,2021-10-24T17:56:00.000+01:00,Other,88,109,64
2021-10-24T19:57:00.000+01:00,2021-10-24T20:14:00.000+01:00,Walking,99,124,71
2021-10-24T20:53:00.000+01:00,2021-10-24T21:07:00.000+01:00,Other,95,106,78
2021-10-25T07:51:00.000+01:00,2021-10-25T07:57:00.000+01:00,Walking,91,112,75
2021-10-25T12:10:00.000+01:00,2021-10-25T12:17:00.000+01:00,Walking,97,112,70
2021-10-25T12:30:00.000+01:00,2021-10-25T12:35:00.000+01:00,Walking,96,105,87
2021-10-25T13:11:00.000+01:00,2021-10-25T13:19:00.000+01:00,Walking,109,119,89
2021-10-25T13:53:00.000+01:00,2021-10-25T13:58:00.000+01:00,Walking,102,111,87
2021-10-25T16:00:00.000+01:00,2021-10-25T16:05:00.000+01:00,Walking,94,106,87
2021-10-25T16:30:00.000+01:00,2021-10-25T16:41:00.000+01:00,Walking,107,126,95
2021-10-25T19:45:00.000+01:00,2021-10-25T20:04:00.000+01:00,Walking,95,107,79
2021-10-25T20:40:00.000+01:00,2021-10-25T20:44:00.000+01:00,Walking,109,118,96
2021-10-25T21:05:00.000+01:00,2021-10-25T21:39:00.000+01:00,Other,84,104,59
2021-10-25T23:17:00.000+01:00,2021-10-25T23:21:00.000+01:00,Walking,83,89,74
2021-10-25T23:22:00.000+01:00,2021-10-25T23:37:00.000+01:00,Walking,97,109,69
2021-10-25T23:38:00.000+01:00,2021-10-25T23:44:00.000+01:00,Walking,90,115,75
2021-10-26T07:53:00.000+01:00,2021-10-26T07:59:00.000+01:00,Walking,99,103,97
2021-10-26T09:03:00.000+01:00,2021-10-26T09:10:00.000+01:00,Walking,110,125,81
2021-10-26T10:42:00.000+01:00,2021-10-26T10:48:00.000+01:00,Walking,108,119,93
2021-10-26T11:37:00.000+01:00,2021-10-26T11:43:00.000+01:00,Walking,89,93,83
2021-10-26T12:22:00.000+01:00,2021-10-26T12:29:00.000+01:00,Walking,105,113,99
2021-10-26T12:52:00.000+01:00,2021-10-26T12:57:00.000+01:00,Walking,103,113,98
2021-10-26T13:53:00.000+01:00,2021-10-26T13:57:00.000+01:00,Walking,85,100,73
2021-10-26T15:59:00.000+01:00,2021-10-26T16:05:00.000+01:00,Walking,99,114,83
2021-10-26T16:06:00.000+01:00,2021-10-26T16:10:00.000+01:00,Walking,100,116,83
2021-10-26T19:56:00.000+01:00,2021-10-26T20:09:00.000+01:00,Other,82,103,64
2021-10-27T08:37:00.000+01:00,2021-10-27T08:56:00.000+01:00,Other,89,109,75
2021-10-27T11:18:00.000+01:00,2021-10-27T11:33:00.000+01:00,Other,94,112,72
2021-10-27T13:19:00.000+01:00,2021-10-27T13:23:00.000+01:00,Walking,96,105,90
2021-10-27T13:24:00.000+01:00,2021-10-27T13:46:00.000+01:00,Walking,112,129,75
2021-10-27T13:47:00.000+01:00,2021-10-27T13:55:00.000+01:00,Walking,112,119,95
2021-10-27T14:25:00.000+01:00,2021-10-27T14:36:00.000+01:00,Walking,103,122,70
2021-10-27T14:42:00.000+01:00,2021-10-27T14:55:00.000+01:00,Walking,107,128,75
2021-10-27T15:06:00.000+01:00,2021-10-27T15:10:00.000+01:00,Walking,107,119,93
2021-10-27T15:11:00.000+01:00,2021-10-27T15:27:00.000+01:00,Walking,114,130,94
2021-10-27T15:28:00.000+01:00,2021-10-27T15:34:00.000+01:00,Walking,94,105,86
2021-10-27T15:35:00.000+01:00,2021-10-27T15:43:00.000+01:00,Walking,120,132,115
2021-10-27T19:11:00.000+01:00,2021-10-27T19:17:00.000+01:00,Walking,105,112,91
2021-10-27T19:42:00.000+01:00,2021-10-27T19:51:00.000+01:00,Walking,112,125,105
2021-10-28T07:50:00.000+01:00,2021-10-28T07:55:00.000+01:00,Walking,101,119,78
2021-10-28T10:48:00.000+01:00,2021-10-28T10:54:00.000+01:00,Walking,116,123,108
2021-10-28T12:51:00.000+01:00,2021-10-28T12:56:00.000+01:00,Walking,88,105,83
2021-10-28T15:52:00.000+01:00,2021-10-28T15:58:00.000+01:00,Walking,115,122,111
2021-10-28T15:59:00.000+01:00,2021-10-28T16:15:00.000+01:00,Other,92,109,79
2021-10-28T16:35:00.000+01:00,2021-10-28T16:45:00.000+01:00,Walking,91,107,74
2021-10-28T16:46:00.000+01:00,2021-10-28T16:50:00.000+01:00,Walking,95,107,79
2021-10-28T16:51:00.000+01:00,2021-10-28T17:01:00.000+01:00,Walking,106,118,88
2021-10-28T18:35:00.000+01:00,2021-10-28T19:07:00.000+01:00,Other,85,117,44
2021-10-28T19:19:00.000+01:00,2021-10-28T19:31:00.000+01:00,Other,86,97,75
2021-10-28T23:25:00.000+01:00,2021-10-28T23:31:00.000+01:00,Other,77,90,73
2021-10-29T12:33:00.000+01:00,2021-10-29T12:42:00.000+01:00,Walking,92,107,76
2021-10-29T13:26:00.000+01:00,2021-10-29T13:36:00.000+01:00,Walking,96,114,76
2021-10-29T23:40:00.000+01:00,2021-10-29T23:48:00.000+01:00,Other,86,116,72
2021-10-30T15:17:00.000+01:00,2021-10-30T15:25:00.000+01:00,Walking,95,126,75
2021-10-30T16:06:00.000+01:00,2021-10-30T16:11:00.000+01:00,Walking,79,87,67
2021-10-30T16:36:00.000+01:00,2021-10-30T16:41:00.000+01:00,Walking,83,95,72
2021-10-30T16:42:00.000+01:00,2021-10-30T16:58:00.000+01:00,Walking,102,115,88
2021-10-30T17:05:00.000+01:00,2021-10-30T17:24:00.000+01:00,Walking,97,123,72
2021-10-30T17:25:00.000+01:00,2021-10-30T17:32:00.000+01:00,Walking,94,100,89
2021-10-30T17:33:00.000+01:00,2021-10-30T17:40:00.000+01:00,Walking,106,112,100
2021-10-30T17:41:00.000+01:00,2021-10-30T17:46:00.000+01:00,Walking,106,111,99
2021-10-30T17:50:00.000+01:00,2021-10-30T18:06:00.000+01:00,Walking,104,117,90
2021-10-30T18:07:00.000+01:00,2021-10-30T18:23:00.000+01:00,Walking,98,107,91
2021-10-30T18:28:00.000+01:00,2021-10-30T18:33:00.000+01:00,Walking,76,88,70
2021-10-30T19:03:00.000+01:00,2021-10-30T19:19:00.000+01:00,Other,94,104,73
2021-10-30T19:29:00.000+01:00,2021-10-30T19:35:00.000+01:00,Walking,87,93,83
2021-10-31T15:48:00.000Z,2021-10-31T15:53:00.000Z,Walking,93,106,80
2021-10-31T16:19:00.000Z,2021-10-31T16:23:00.000Z,Walking,127,135,124
2021-10-31T17:21:00.000Z,2021-10-31T17:26:00.000Z,Walking,91,107,79
2021-10-31T17:30:00.000Z,2021-10-31T17:44:00.000Z,Other,92,106,79
2021-10-31T21:15:00.000Z,2021-10-31T21:26:00.000Z,Walking,89,97,79
2021-10-31T21:53:00.000Z,2021-10-31T21:59:00.000Z,Walking,89,101,76
2021-11-01T08:10:00.000Z,2021-11-01T08:15:00.000Z,Walking,100,108,72
2021-11-01T11:39:00.000Z,2021-11-01T11:52:00.000Z,Walking,81,92,76
2021-11-01T12:53:00.000Z,2021-11-01T12:59:00.000Z,Walking,91,107,75
2021-11-01T13:52:00.000Z,2021-11-01T13:59:00.000Z,Walking,103,116,68
2021-11-01T14:06:00.000Z,2021-11-01T14:14:00.000Z,Walking,88,110,75
2021-11-01T14:32:00.000Z,2021-11-01T14:43:00.000Z,Walking,100,115,75
2021-11-01T17:36:00.000Z,2021-11-01T17:59:00.000Z,Other,83,112,70
2021-11-01T19:42:00.000Z,2021-11-01T20:16:00.000Z,Other,99,123,75
2021-11-01T22:17:00.000Z,2021-11-01T22:24:00.000Z,Walking,95,106,84
2021-11-02T07:53:00.000Z,2021-11-02T08:04:00.000Z,Walking,93,106,77
2021-11-02T21:52:00.000Z,2021-11-02T22:11:00.000Z,Other,88,100,73
2021-11-03T07:27:00.000Z,2021-11-03T07:41:00.000Z,Other,93,108,55
2021-11-03T08:02:00.000Z,2021-11-03T08:23:00.000Z,Other,81,95,69
2021-11-03T08:24:00.000Z,2021-11-03T08:36:00.000Z,Walking,108,125,79
2021-11-03T08:37:00.000Z,2021-11-03T08:41:00.000Z,Walking,89,101,78
2021-11-03T11:21:00.000Z,2021-11-03T11:43:00.000Z,Other,81,117,40
2021-11-03T12:29:00.000Z,2021-11-03T12:39:00.000Z,Other,99,118,53
2021-11-03T12:40:00.000Z,2021-11-03T12:45:00.000Z,Walking,119,120,119
2021-11-03T13:28:00.000Z,2021-11-03T13:38:00.000Z,Walking,110,122,101
2021-11-03T13:39:00.000Z,2021-11-03T13:59:00.000Z,Other,92,120,75
2021-11-03T14:27:00.000Z,2021-11-03T14:48:00.000Z,Walking,120,140,92
2021-11-03T18:41:00.000Z,2021-11-03T18:46:00.000Z,Walking,85,94,75
2021-11-03T18:47:00.000Z,2021-11-03T19:02:00.000Z,Walking,110,129,89
2021-11-03T19:03:00.000Z,2021-11-03T19:07:00.000Z,Walking,134,140,118
2021-11-03T19:26:00.000Z,2021-11-03T19:34:00.000Z,Walking,115,129,110
2021-11-04T07:53:00.000Z,2021-11-04T07:58:00.000Z,Walking,98,115,77
2021-11-04T08:55:00.000Z,2021-11-04T08:59:00.000Z,Walking,85,95,79
2021-11-04T10:41:00.000Z,2021-11-04T10:47:00.000Z,Walking,110,125,94
2021-11-04T10:52:00.000Z,2021-11-04T10:58:00.000Z,Walking,99,111,80
2021-11-04T11:41:00.000Z,2021-11-04T11:45:00.000Z,Walking,98,107,85
2021-11-04T12:24:00.000Z,2021-11-04T12:31:00.000Z,Walking,103,112,92
2021-11-04T12:53:00.000Z,2021-11-04T12:58:00.000Z,Walking,110,121,89
2021-11-04T15:45:00.000Z,2021-11-04T15:49:00.000Z,Walking,101,118,75
2021-11-04T15:59:00.000Z,2021-11-04T16:03:00.000Z,Walking,95,104,85
2021-11-04T16:10:00.000Z,2021-11-04T16:14:00.000Z,Walking,100,116,75
2021-11-04T16:50:00.000Z,2021-11-04T17:04:00.000Z,Walking,108,122,84
2021-11-04T19:40:00.000Z,2021-11-04T19:58:00.000Z,Walking,107,124,76
2021-11-04T20:29:00.000Z,2021-11-04T20:47:00.000Z,Walking,102,122,70
2021-11-04T20:48:00.000Z,2021-11-04T20:56:00.000Z,Walking,95,125,69
2021-11-04T22:46:00.000Z,2021-11-04T23:00:00.000Z,Walking,103,114,85
2021-11-04T23:13:00.000Z,2021-11-04T23:23:00.000Z,Walking,92,110,71
2021-11-05T12:58:00.000Z,2021-11-05T13:16:00.000Z,Other,89,119,71
2021-11-05T13:17:00.000Z,2021-11-05T13:22:00.000Z,Walking,108,120,85
2021-11-05T13:29:00.000Z,2021-11-05T13:33:00.000Z,Walking,80,82,76
2021-11-05T13:47:00.000Z,2021-11-05T13:59:00.000Z,Other,86,105,68
2021-11-05T14:00:00.000Z,2021-11-05T14:04:00.000Z,Walking,99,100,98
2021-11-05T14:05:00.000Z,2021-11-05T14:18:00.000Z,Walking,97,117,73
2021-11-05T15:36:00.000Z,2021-11-05T15:49:00.000Z,Other,93,103,71
2021-11-05T15:50:00.000Z,2021-11-05T15:54:00.000Z,Walking,91,97,78
2021-11-05T18:08:00.000Z,2021-11-05T18:12:00.000Z,Walking,106,115,75
2021-11-06T10:42:00.000Z,2021-11-06T10:48:00.000Z,Walking,96,113,73
2021-11-06T11:18:00.000Z,2021-11-06T11:25:00.000Z,Walking,83,90,79
2021-11-07T13:03:00.000Z,2021-11-07T13:14:00.000Z,Other,86,104,75
2021-11-07T17:29:00.000Z,2021-11-07T17:51:00.000Z,Walking,87,115,69
2021-11-07T18:01:00.000Z,2021-11-07T18:09:00.000Z,Walking,102,127,81
2021-11-07T20:14:00.000Z,2021-11-07T20:20:00.000Z,Walking,100,117,71
2021-11-08T07:48:00.000Z,2021-11-08T07:53:00.000Z,Walking,84,96,80
2021-11-08T10:48:00.000Z,2021-11-08T10:55:00.000Z,Walking,97,106,74
2021-11-08T11:42:00.000Z,2021-11-08T11:47:00.000Z,Walking,100,109,91
2021-11-08T12:16:00.000Z,2021-11-08T12:24:00.000Z,Walking,99,107,85
2021-11-08T13:51:00.000Z,2021-11-08T13:55:00.000Z,Walking,107,114,93
2021-11-08T16:12:00.000Z,2021-11-08T16:20:00.000Z,Walking,96,111,75
2021-11-08T16:21:00.000Z,2021-11-08T16:26:00.000Z,Walking,101,107,88
2021-11-08T16:27:00.000Z,2021-11-08T16:34:00.000Z,Walking,86,117,81
2021-11-08T19:12:00.000Z,2021-11-08T19:17:00.000Z,Walking,109,114,97
2021-11-08T19:35:00.000Z,2021-11-08T19:44:00.000Z,Walking,99,114,80
2021-11-08T22:08:00.000Z,2021-11-08T22:14:00.000Z,Walking,97,112,78
2021-11-09T07:43:00.000Z,2021-11-09T07:49:00.000Z,Walking,82,89,76
2021-11-09T07:50:00.000Z,2021-11-09T07:56:00.000Z,Walking,100,121,82
2021-11-09T08:56:00.000Z,2021-11-09T09:00:00.000Z,Walking,122,123,122
2021-11-09T10:05:00.000Z,2021-11-09T10:12:00.000Z,Walking,101,112,90
2021-11-09T11:46:00.000Z,2021-11-09T11:50:00.000Z,Walking,88,93,83
2021-11-09T12:31:00.000Z,2021-11-09T12:37:00.000Z,Walking,105,110,101
2021-11-09T12:52:00.000Z,2021-11-09T12:57:00.000Z,Walking,95,106,89
2021-11-09T15:53:00.000Z,2021-11-09T16:04:00.000Z,Walking,103,118,76
2021-11-09T16:05:00.000Z,2021-11-09T16:09:00.000Z,Walking,106,108,105
2021-11-09T16:49:00.000Z,2021-11-09T16:58:00.000Z,Walking,98,113,77
2021-11-09T17:41:00.000Z,2021-11-09T17:49:00.000Z,Walking,102,115,83
2021-11-09T18:59:00.000Z,2021-11-09T19:08:00.000Z,Walking,95,113,72
2021-11-09T19:31:00.000Z,2021-11-09T19:44:00.000Z,Walking,106,116,98
2021-11-10T08:25:00.000Z,2021-11-10T08:35:00.000Z,Walking,109,128,79
2021-11-10T12:21:00.000Z,2021-11-10T12:26:00.000Z,Walking,96,105,90
2021-11-10T12:41:00.000Z,2021-11-10T13:14:00.000Z,Walking,103,127,77
2021-11-10T14:35:00.000Z,2021-11-10T14:57:00.000Z,Walking,110,122,99
2021-11-10T15:03:00.000Z,2021-11-10T15:15:00.000Z,Walking,101,115,70
2021-11-10T15:16:00.000Z,2021-11-10T15:28:00.000Z,Walking,107,116,103
2021-11-10T18:50:00.000Z,2021-11-10T19:09:00.000Z,Walking,103,122,75
2021-11-10T20:46:00.000Z,2021-11-10T20:57:00.000Z,Walking,113,142,83
2021-11-11T07:50:00.000Z,2021-11-11T07:56:00.000Z,Walking,113,121,99
2021-11-11T08:56:00.000Z,2021-11-11T09:00:00.000Z,Walking,95,114,79
2021-11-11T10:48:00.000Z,2021-11-11T10:55:00.000Z,Walking,95,100,85
2021-11-11T10:56:00.000Z,2021-11-11T11:02:00.000Z,Walking,99,106,94
2021-11-11T11:11:00.000Z,2021-11-11T11:36:00.000Z,Other,80,104,53
2021-11-11T11:37:00.000Z,2021-11-11T11:43:00.000Z,Walking,109,113,104
2021-11-11T12:44:00.000Z,2021-11-11T12:49:00.000Z,Walking,99,106,89
2021-11-11T13:58:00.000Z,2021-11-11T14:02:00.000Z,Walking,93,96,90
2021-11-11T15:47:00.000Z,2021-11-11T15:53:00.000Z,Walking,103,116,82
2021-11-11T15:54:00.000Z,2021-11-11T16:04:00.000Z,Walking,87,107,76
2021-11-11T16:35:00.000Z,2021-11-11T16:43:00.000Z,Walking,103,119,79
2021-11-11T16:48:00.000Z,2021-11-11T16:53:00.000Z,Walking,88,94,81
2021-11-11T16:54:00.000Z,2021-11-11T17:05:00.000Z,Walking,95,113,86
2021-11-11T17:12:00.000Z,2021-11-11T17:17:00.000Z,Walking,94,103,81
2021-11-11T20:35:00.000Z,2021-11-11T20:46:00.000Z,Walking,87,110,68
2021-11-11T23:44:00.000Z,2021-11-11T23:54:00.000Z,Other,91,104,74
2021-11-12T09:27:00.000Z,2021-11-12T09:38:00.000Z,Other,78,87,75
2021-11-12T11:20:00.000Z,2021-11-12T11:26:00.000Z,Walking,98,108,93
2021-11-12T11:33:00.000Z,2021-11-12T11:50:00.000Z,Walking,94,108,72
2021-11-12T11:56:00.000Z,2021-11-12T12:05:00.000Z,Walking,84,101,74
2021-11-12T12:20:00.000Z,2021-11-12T12:32:00.000Z,Walking,86,110,70
2021-11-12T12:58:00.000Z,2021-11-12T13:16:00.000Z,Walking,89,110,74
2021-11-12T16:25:00.000Z,2021-11-12T16:35:00.000Z,Walking,99,115,75
2021-11-12T17:01:00.000Z,2021-11-12T17:06:00.000Z,Walking,91,99,75
2021-11-12T17:08:00.000Z,2021-11-12T17:29:00.000Z,Other,77,94,61
2021-11-12T17:31:00.000Z,2021-11-12T17:35:00.000Z,Walking,82,107,76
2021-11-12T18:02:00.000Z,2021-11-12T18:07:00.000Z,Walking,83,101,75
2021-11-12T18:08:00.000Z,2021-11-12T18:23:00.000Z,Other,87,110,76
2021-11-12T23:05:00.000Z,2021-11-12T23:10:00.000Z,Walking,91,100,84
2021-11-13T09:56:00.000Z,2021-11-13T10:00:00.000Z,Walking,91,104,79
2021-11-13T12:13:00.000Z,2021-11-13T12:17:00.000Z,Walking,88,105,80
2021-11-13T13:13:00.000Z,2021-11-13T13:28:00.000Z,Other,83,113,71
2021-11-13T18:53:00.000Z,2021-11-13T19:14:00.000Z,Walking,84,106,67
2021-11-13T19:17:00.000Z,2021-11-13T19:21:00.000Z,Walking,83,103,79
2021-11-13T21:04:00.000Z,2021-11-13T21:09:00.000Z,Walking,77,86,72
2021-11-14T13:10:00.000Z,2021-11-14T13:36:00.000Z,Other,100,124,75
2021-11-14T13:37:00.000Z,2021-11-14T13:42:00.000Z,Walking,104,120,75
2021-11-14T14:48:00.000Z,2021-11-14T14:53:00.000Z,Walking,87,96,76
2021-11-14T18:04:00.000Z,2021-11-14T18:15:00.000Z,Walking,89,107,74
2021-11-14T18:42:00.000Z,2021-11-14T18:47:00.000Z,Walking,75,78,73
2021-11-14T19:10:00.000Z,2021-11-14T19:20:00.000Z,Walking,82,104,75
2021-11-14T20:22:00.000Z,2021-11-14T20:28:00.000Z,Walking,95,100,91
2021-11-14T20:50:00.000Z,2021-11-14T21:05:00.000Z,Other,92,106,72
2021-11-14T22:14:00.000Z,2021-11-14T22:24:00.000Z,Walking,98,114,71
2021-11-14T23:08:00.000Z,2021-11-14T23:23:00.000Z,Walking,94,105,72
2021-11-14T23:25:00.000Z,2021-11-14T23:33:00.000Z,Other,93,111,71
2021-11-15T07:51:00.000Z,2021-11-15T07:57:00.000Z,Walking,101,114,82
2021-11-15T12:03:00.000Z,2021-11-15T12:07:00.000Z,Walking,83,92,80
2021-11-15T12:08:00.000Z,2021-11-15T12:12:00.000Z,Walking,108,123,88
2021-11-15T13:53:00.000Z,2021-11-15T14:01:00.000Z,Walking,118,124,112
2021-11-15T15:53:00.000Z,2021-11-15T15:58:00.000Z,Walking,104,117,90
2021-11-15T15:59:00.000Z,2021-11-15T16:03:00.000Z,Walking,95,102,86
2021-11-15T17:18:00.000Z,2021-11-15T17:26:00.000Z,Walking,90,100,82
2021-11-15T17:33:00.000Z,2021-11-15T17:37:00.000Z,Walking,109,124,95
2021-11-15T19:16:00.000Z,2021-11-15T19:22:00.000Z,Walking,118,123,104
2021-11-15T19:38:00.000Z,2021-11-15T19:46:00.000Z,Walking,98,111,88
2021-11-16T07:32:00.000Z,2021-11-16T07:42:00.000Z,Walking,86,106,73
2021-11-16T07:52:00.000Z,2021-11-16T07:58:00.000Z,Walking,117,129,104
2021-11-16T08:57:00.000Z,2021-11-16T09:01:00.000Z,Walking,85,96,79
2021-11-16T11:09:00.000Z,2021-11-16T11:15:00.000Z,Walking,102,119,79
2021-11-16T11:44:00.000Z,2021-11-16T11:49:00.000Z,Walking,107,111,102
2021-11-16T12:36:00.000Z,2021-11-16T12:40:00.000Z,Walking,104,112,94
2021-11-16T12:43:00.000Z,2021-11-16T12:47:00.000Z,Walking,97,102,92
2021-11-16T13:55:00.000Z,2021-11-16T13:59:00.000Z,Walking,94,99,90
2021-11-16T16:03:00.000Z,2021-11-16T16:09:00.000Z,Walking,94,114,83
2021-11-16T16:15:00.000Z,2021-11-16T16:25:00.000Z,Walking,113,123,79
2021-11-16T19:04:00.000Z,2021-11-16T19:09:00.000Z,Walking,118,119,117
2021-11-16T19:26:00.000Z,2021-11-16T19:33:00.000Z,Walking,99,114,76
2021-11-17T08:52:00.000Z,2021-11-17T08:57:00.000Z,Walking,109,117,108
2021-11-17T12:58:00.000Z,2021-11-17T13:06:00.000Z,Walking,96,118,74
2021-11-17T13:17:00.000Z,2021-11-17T13:41:00.000Z,Walking,109,128,73
2021-11-17T14:42:00.000Z,2021-11-17T14:47:00.000Z,Walking,109,115,103
2021-11-17T14:48:00.000Z,2021-11-17T15:14:00.000Z,Walking,114,125,88
2021-11-17T17:34:00.000Z,2021-11-17T17:43:00.000Z,Walking,108,116,102
2021-11-17T17:47:00.000Z,2021-11-17T17:51:00.000Z,Walking,111,120,105
2021-11-17T17:52:00.000Z,2021-11-17T17:59:00.000Z,Walking,124,135,115
2021-11-17T18:42:00.000Z,2021-11-17T18:53:00.000Z,Walking,119,135,80
2021-11-17T19:45:00.000Z,2021-11-17T19:57:00.000Z,Walking,102,130,59
2021-11-18T07:52:00.000Z,2021-11-18T07:58:00.000Z,Walking,110,127,85
2021-11-18T10:54:00.000Z,2021-11-18T11:03:00.000Z,Walking,84,97,70
2021-11-18T11:04:00.000Z,2021-11-18T11:10:00.000Z,Walking,99,117,78
2021-11-18T11:49:00.000Z,2021-11-18T11:54:00.000Z,Walking,104,111,94
2021-11-18T12:37:00.000Z,2021-11-18T12:43:00.000Z,Walking,93,109,78
2021-11-18T13:55:00.000Z,2021-11-18T14:00:00.000Z,Walking,106,122,65
2021-11-18T17:27:00.000Z,2021-11-18T17:38:00.000Z,Walking,88,121,71
2021-11-18T19:19:00.000Z,2021-11-18T19:34:00.000Z,Other,79,115,55
2021-11-18T19:47:00.000Z,2021-11-18T19:52:00.000Z,Walking,81,86,76
2021-11-18T21:14:00.000Z,2021-11-18T21:19:00.000Z,Walking,78,90,75
2021-11-18T21:31:00.000Z,2021-11-18T21:36:00.000Z,Walking,80,84,75
2021-11-18T23:39:00.000Z,2021-11-18T23:43:00.000Z,Walking,72,75,71
2021-11-19T13:22:00.000Z,2021-11-19T13:39:00.000Z,Walking,91,110,67
2021-11-19T23:41:00.000Z,2021-11-19T23:46:00.000Z,Other,90,101,81
2021-11-20T17:57:00.000Z,2021-11-20T18:07:00.000Z,Walking,76,80,75
2021-11-21T11:35:00.000Z,2021-11-21T11:54:00.000Z,Other,77,97,63
2021-11-21T11:55:00.000Z,2021-11-21T11:59:00.000Z,Walking,86,99,74
2021-11-21T13:05:00.000Z,2021-11-21T13:12:00.000Z,Walking,84,98,76
2021-11-21T13:40:00.000Z,2021-11-21T13:47:00.000Z,Walking,91,105,76
2021-11-21T15:30:00.000Z,2021-11-21T15:44:00.000Z,Walking,97,122,79
2021-11-21T15:53:00.000Z,2021-11-21T15:59:00.000Z,Walking,79,105,70
2021-11-21T16:01:00.000Z,2021-11-21T16:25:00.000Z,Other,93,125,70
2021-11-21T16:26:00.000Z,2021-11-21T16:30:00.000Z,Walking,80,88,67
2021-11-21T19:12:00.000Z,2021-11-21T19:18:00.000Z,Walking,76,81,72
2021-11-21T19:38:00.000Z,2021-11-21T19:47:00.000Z,Walking,85,93,79
2021-11-21T21:28:00.000Z,2021-11-21T21:35:00.000Z,Walking,85,95,74
2021-11-21T22:21:00.000Z,2021-11-21T22:30:00.000Z,Walking,89,114,71
2021-11-22T07:48:00.000Z,2021-11-22T07:54:00.000Z,Walking,106,122,82
2021-11-22T11:59:00.000Z,2021-11-22T12:05:00.000Z,Walking,102,114,76
2021-11-22T13:52:00.000Z,2021-11-22T13:58:00.000Z,Walking,106,115,85
2021-11-22T15:54:00.000Z,2021-11-22T16:00:00.000Z,Walking,106,121,93
2021-11-22T16:01:00.000Z,2021-11-22T16:05:00.000Z,Walking,121,124,116
2021-11-22T16:12:00.000Z,2021-11-22T16:16:00.000Z,Walking,118,125,113
2021-11-22T19:13:00.000Z,2021-11-22T19:17:00.000Z,Walking,115,122,109
2021-11-22T19:18:00.000Z,2021-11-22T19:22:00.000Z,Walking,119,131,106
2021-11-22T19:46:00.000Z,2021-11-22T19:52:00.000Z,Walking,100,114,93
2021-11-22T20:03:00.000Z,2021-11-22T20:11:00.000Z,Walking,94,117,79
2021-11-23T07:53:00.000Z,2021-11-23T07:58:00.000Z,Walking,96,119,71
2021-11-23T08:56:00.000Z,2021-11-23T09:00:00.000Z,Walking,97,105,90
2021-11-23T10:49:00.000Z,2021-11-23T10:55:00.000Z,Walking,114,122,102
2021-11-23T11:48:00.000Z,2021-11-23T11:53:00.000Z,Walking,102,114,80
2021-11-23T12:36:00.000Z,2021-11-23T12:41:00.000Z,Walking,101,114,79
2021-11-23T13:52:00.000Z,2021-11-23T13:56:00.000Z,Walking,94,102,80
2021-11-23T16:08:00.000Z,2021-11-23T16:12:00.000Z,Walking,93,95,90
2021-11-23T16:47:00.000Z,2021-11-23T16:54:00.000Z,Walking,110,121,94
2021-11-23T17:05:00.000Z,2021-11-23T17:09:00.000Z,Walking,108,118,100
2021-11-23T17:33:00.000Z,2021-11-23T17:42:00.000Z,Walking,103,110,81
2021-11-23T18:35:00.000Z,2021-11-23T18:39:00.000Z,Walking,80,91,74
2021-11-23T19:01:00.000Z,2021-11-23T19:07:00.000Z,Walking,82,104,75
2021-11-23T19:08:00.000Z,2021-11-23T19:34:00.000Z,Walking,111,130,78
2021-11-23T20:28:00.000Z,2021-11-23T21:00:00.000Z,Walking,117,142,79
2021-11-24T07:57:00.000Z,2021-11-24T08:06:00.000Z,Walking,103,117,83
2021-11-24T08:07:00.000Z,2021-11-24T08:12:00.000Z,Walking,98,109,83
2021-11-24T09:16:00.000Z,2021-11-24T09:20:00.000Z,Walking,91,102,84
2021-11-24T12:39:00.000Z,2021-11-24T12:50:00.000Z,Walking,99,108,70
2021-11-24T14:20:00.000Z,2021-11-24T14:25:00.000Z,Walking,109,115,100
2021-11-24T14:26:00.000Z,2021-11-24T14:47:00.000Z,Other,97,119,75
2021-11-24T16:08:00.000Z,2021-11-24T16:28:00.000Z,Walking,100,118,72
2021-11-24T17:20:00.000Z,2021-11-24T17:24:00.000Z,Walking,85,94,70
2021-11-24T20:06:00.000Z,2021-11-24T20:14:00.000Z,Walking,103,120,80
2021-11-24T20:15:00.000Z,2021-11-24T20:22:00.000Z,Walking,106,119,99
2021-11-24T21:06:00.000Z,2021-11-24T21:14:00.000Z,Walking,108,119,85
2021-11-24T21:15:00.000Z,2021-11-24T21:19:00.000Z,Walking,105,113,96
